PROVIDER_NUMBER,FYB,FYE,STATUS,Hha_Name,Street_Addr,City,State,Zip_Code
677590,01-JAN-11,31-DEC-11,As Submitted,PROFESSIONAL HOME CARE SERVICES,17223 MERCURY DR,HOUSTON,TX,77058
679396,01-JAN-11,31-DEC-11,As Submitted,STO. NINO HOME HEALTH  INC.,8303 SOUTH BRAESWOOD BLVD.,HOUSTON,TX,77071-1220
377442,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,7666 EAST 61ST STREET SUITE 340,TULSA,OK,74133-1148
178005,01-JAN-11,31-DEC-11,As Submitted,HOSPICE OF THE PRAIRIE,200 FOURTH CIRCLE,DODGE CITY,KS,67801
267576,01-JAN-11,31-DEC-11,As Submitted,INTEGRITY HOME CARE,2960 N EASTGATE,SPRINGFIELD,MO,65803
447111,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,6223 HIGHLAND PLACE WAY,KNOXVILLE,TN,37919-4024
057712,01-JAN-97,31-DEC-97,Reopened,COUNTRY HOME HEALTH  INC,714 E BIDWELL ST.,FOLSOM,CA,95763
067246,01-JAN-98,28-JUL-98,Settled,FIRSTAT NURSING SERVICES,501 SOUTH CHERRY STREET   SUITE 100,DENVER,CO,80222
108345,01-OCT-10,30-SEP-11,Settled,AMERICAN HOME HEALTH CARE CORP,11880 BIRD RD  SUITE 402,MIAMI,FL,33175
398038,01-JAN-11,30-JUN-11,Settled,BEHOME PARTNERS  INC.,400 WEST CULVERT STREET,ZELIENOPLE,PA,16063
347245,17-NOV-10,30-SEP-11,Settled,LIBERTY HOME CARE - LUMBERTON,2334 SOUTH 41ST STREET,WILMINGTON,NC,28403
107704,01-JAN-11,31-DEC-11,As Submitted,TEHC HEALTHCARE - JACKSONVILLE,3100 UNIVERSITY BLVD SOUTH  STE 108,JACKSONVILLE,FL,32216-2727
147585,01-JAN-11,31-DEC-11,As Submitted,HOME HEALTH CARE PLUS  INC.,514 COURT ST.,PEKIN,IL,61554
148095,01-JAN-11,31-DEC-11,As Submitted,ELITE CARE AT HOME  INC.,568 S WASHINGTON ST.,NAPERVILLE,IL,60540
327188,01-JAN-11,31-DEC-11,As Submitted,ALLIANCE HOME HEALTH CARE LLC,5981 JEFFERSON RD NE,ALBUQUERQUE,NM,87109
679339,01-JAN-11,31-DEC-11,As Submitted,PROGRESSIVE CARE HH LLC DBA 1ST CHOI,5032 JUSTIN ST  STE 301,NACOGDOCHES,TX,75965-1344
677816,01-JAN-11,31-DEC-11,As Submitted,ACCURATECARE HOME HEALTH AGENCY,1221 CALIFORNIA LANE,ARLINGTON,TX,76015
678290,01-JAN-11,31-DEC-11,As Submitted,ANGELITOS HEALTH CARE,2544 CENTRAL PALM DR STE 107,RIO GRANDE CITY,TX,78582
679601,01-JAN-11,31-DEC-11,As Submitted,LIFECARE HEALTH SERVICES LLC,8700 COMMERCE PARK DRIVE  SUITE 238,HOUSTON,TX,77036-7497
743143,01-JAN-11,31-DEC-11,Settled,OLUFEMI AINA,10935 ESTATE LANE 100J,DALLAS,TX,75238
157577,01-JAN-11,31-DEC-11,Settled,ABC HOMECARE LLC,132 W CARMEL DR,CARMEL,IN,46032
747162,01-JAN-11,31-DEC-11,Settled,AMETHYST HOME HEALTH CARE AGENCY LLC,1128 ARBOR PARK DR,ALLEN,TX,75013
107667,01-JAN-11,31-DEC-11,Settled,D D HEALTH HOME CARE,4210 N.W. 4 STREET,MIAMI,FL,33126
109027,01-JAN-11,31-DEC-11,Settled,LCHHS - NORTH PALM BEACH,420 US HIGHWWAY 1  SUITE 21,NORTH PALM BEACH,FL,33408
148019,01-JAN-11,31-DEC-11,Settled,FAMILY HOME HEALTH CARE PROFESSIONAL,3559 N CUMBERLAND AVENUE SUITE 105,CHICAGO,IL,60634
197471,01-JAN-11,31-DEC-11,Settled,TRINITY HOME  HEALTH  INC.,213 EXPO CIRCLE,WEST MONROE,LA,71292
459495,01-JAN-11,31-DEC-11,Settled,BESTCARE HOME HEALTH  INC.,7215-A BAKER BLVD,RICHLAND HILLS,TX,76118
679512,01-JAN-11,31-DEC-11,As Submitted,EXCELLENT HOMECARE PROVIDER SERVICES,21610 COZY HOLLOW LANE,RICHMOND,TX,77469
747028,01-JAN-11,31-DEC-11,As Submitted,LAREDO QUALITY HOME HEALTH INC,6414 MCPHERSON SUITE 2,LAREDO,TX,78041
747354,01-JAN-11,31-DEC-11,As Submitted,YETKIN ADVANCED HEALTHCARE SVC  INC,2031 KINGS FOREST DRIVE,HEARTLAND,TX,75126
057203,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,3220 S HIGUERA ST SUITE 101,SAN LUIS OBISPO,CA,93401-6983
227225,01-JAN-11,16-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,220 SUTTON STREET,NORTH ANDOVER,MA,01845
177191,01-JAN-11,31-DEC-11,As Submitted,CUSTOM CARE OF ELLSWORTH  INC.,2301 FM 1187  STE 203,MANSFIELD,TX,76063
367223,01-JAN-11,16-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,6155 ROCKSIDE ROAD SUITE 100,INDEPENDENCE,OH,44131-2217
167235,01-JAN-11,31-DEC-11,As Submitted,QUALITY HOME CARE PROFESSIONALS,101 E. MARION,KNOXVILLE,IA,50138
387132,01-OCT-98,30-MAR-99,Settled,PREMIER CERTIFIED HOME HEALTH SVC,5410 S.W. MACADAM AVENUE  SUITE 200,PORTLAND,OR,97201-3825
557438,01-APR-98,29-DEC-98,Settled,MOUNTAIN HOME HEALTH SERVICES,35680 WISH-I-AH ROAD,AUBERRY,CA,93602
557501,01-JAN-97,31-DEC-97,Settled,MARINA HOME HEALTH  INC.,8740 S. SEPULVEDA BLVD. #101,LOS ANGELES,CA,90045
557567,01-JUL-98,28-FEB-99,Settled,ALAMEDA HOME HEALTH SYSTEMS,1900 EMBARCARDRO #401,OAKLAND,CA,94606
557686,01-JAN-97,16-JUL-97,Settled w/Audit,JAENVES HEALTH CARE AGENCY,320 WASHINGTON ST. #104,DALY CITY,CA,94015
367064,01-JAN-99,28-FEB-99,Settled,VNA - NORTH CENTRAL OHIO,188 WEST THIRD STREET,MANSFIELD,OH,44906
147662,01-JAN-00,31-MAY-00,Settled,DREYFUS MEDICAL SERVICES,ONE S. 376 SUMMIT AVENUE  COURT E,OAKBROOK TERRACE,IL,60181
367483,01-JAN-00,31-DEC-00,Settled,LIFE HEALTHCARE SERVICES,40 TAHLEQUAH TRAIL,SPRINGBORO,OH,45066
157263,01-MAY-00,16-NOV-00,Settled,AMERICARE HHS,150 W. JEFFERSON  STE. E,FRANKLIN,IN,46131
117124,01-JAN-01,31-DEC-01,Settled,ENGLEWOOD HEALTH SYSTEMS,,ALBANY,GA,317021743
457217,01-JAN-00,31-JUL-00,Settled,INTERIM HC,10900 NW FREEWAY S110,HOUSTON,TX,770927309
247443,01-OCT-00,30-SEP-01,As Submitted,COMMUNITY HOSPICE AND HOME CARE SVCE,32932 WARREN RD,WESTLAND,MI,48185-
017002,01-JAN-01,31-DEC-01,Settled,VNA OF MOBILE,2970 COTTAGE HILL ROAD,MOBILE,AL,36606-
677066,01-JAN-01,31-DEC-01,Settled,HEALTH TOUCH SERVICES OF TEXAS INC,10710 S SAM HOUSTON PKWY W STE 350,HOUSTON,TX,77031-
557596,01-JAN-01,31-DEC-01,Settled,ULTRACARE HOME HEALTH,19222 SOUTH PIONEER BOULEVARD  #B,CERRITOS,CA,90703
397596,01-JAN-02,31-DEC-02,Settled,ADDUS HEALTHCARE-PHILADELPHIA,2422 S BROAD STREET  #300,PHILADELPHIA,PA,19145
497604,01-JAN-11,31-DEC-11,As Submitted,CUIDADO CASERO HH OF VA,1110 N CARROLL AVE,SOUTHLAKE,TX,76092
197614,01-DEC-96,30-NOV-97,Settled,ABC AREA WIDE HOME HEALTH,6892 HOOPER ROAD,BATON ROUGE,LA,70811
167048,01-JUL-10,30-JUN-11,Settled,LUCAS COUNTY PUBLIC HEALTH,123 S GRAND,CHARITON,IA,500491829
679232,01-OCT-10,30-SEP-11,Settled,HELPING HANDS HOME HEALTH CARE,306 W. CAMELLIA AVENUE,MCALLEN,TX,78501
447278,01-JUL-10,30-JUN-11,Settled,AMEDISYS HH CARE - JACKSON,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
397449,01-AUG-10,31-JUL-11,As Submitted,ALL CARE HOME CARE  INC.,472 SOUTH POPLAR AVENUE,HAZELTON,PA,18201
307003,01-JUL-10,30-JUN-11,Settled,VNA HOME HEALTH & HOSPICE SERVICES,33 SOUTH COMMERCIAL STREET,MANCHESTER,NH,03104
397638,01-JUL-10,30-JUN-11,As Submitted,PARAGON HOME HEALTH CARE CORP.,163 FALLBROOK STREET,CARBONDALE,PA,18407
237192,01-JUL-10,30-JUN-11,Settled,MERCY AMICARE HOME HEALTHCARE,281 ENTERPRISE COURT  SUITE 200,BLOOMFIELD HILLS,MI,48302
679462,01-AUG-10,31-JUL-11,Settled,HOMESIGHT OF TEXAS - BEAUMONT LLC,2825 IH-10 EAST  SUITE 125,BEAUMONT,TX,77702
459370,01-AUG-10,31-JUL-11,Settled,ARIA HOME HEALTH  INC.,2351 W. NORTHWEST HWY.  SUITE 3190,DALLAS,TX,75220
317025,01-JUL-10,30-JUN-11,Settled,HOLY REDEEMER HOME CARE,150 NINTH AVE,RUNNEMEDE,NJ,08078
459130,01-AUG-10,31-JUL-11,Settled,HIGH QUALITY HOME HEALTH SERVICES IN,12484 ABRAMS ROAD,DALLAS,TX,75243
037125,01-OCT-10,30-SEP-11,Settled,NSI - NURSING SERVICES INC,3071 NORTH SWAN ROAD,TUCSON,AZ,85712
347329,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1638 CAROLINA AVE,WASHINGTON,NC,27889-3365
557586,01-SEP-03,31-AUG-04,Settled,FIRST CARE HOME HEALTH  INC.,2155 N. GARVEY AVE. SUITE B-1,WEST COVINA,CA,91791
357057,01-JAN-04,15-MAY-04,Settled,INTREPID OF NORTH DATOKA  INC.,1407 24TH AVENUE SOUTH,GRAND FORKS,ND,58201
457658,01-JAN-99,17-SEP-99,Reopened,OLSTEN HEALTH SERVICES,2501 PARKVIEW DRIVE  SUITE 105,FORT WORTH,TX,76102
377215,01-OCT-04,20-DEC-04,Settled,HEALTHBACK OF TULSA,7504 N BROADWAY EXT,OKLAHOMA CITY,OK,73116
497578,01-JAN-05,18-FEB-05,Settled,PROFESSIONAL HOME CARE,5385 MAPLEDALE ROAD,DALE CITY,VA,22193
557175,01-NOV-04,01-JUN-05,Settled,RIVER CITY PHARMACY,5491 CARLSON DRIVE,SACRAMENTO,CA,95819
107093,01-NOV-04,30-APR-05,Settled,CARDINAL CARE  INC DBA ASSOC.HM HLT,5310 N.W.33RD AVE  SUITE 116,LAUDERDALE LAKES,FL,33309
537070,01-JAN-04,31-DEC-04,Settled,HOUSECALL HOME HEALTH SERVICES  INC,2631 FOOTHILL BLVD #B,ROCK SPRINGS,WY,82901
197047,01-JAN-05,05-JUL-05,Settled,GENTIVA HEALTH SERVICES,3850 NORTH CAUSEWAY BLVD SUITE 108,METAIRIE,LA,70002
187137,01-JAN-05,21-MAY-05,Settled,RURAL HOME HEALTH SERVICES,124 MARKET STREET,MAYSVILLE,KY,41056
107735,01-JAN-06,01-FEB-06,Settled,LIFECARE SOLUTIONS,100 PARK CENTRE BLVD SUITE 128,MIAMI,FL,33169-5373
677191,01-JUL-05,01-AUG-05,Settled,CHRISTUS HOMECARE,4415 CENTERVIEW,SAN ANTONIO,TX,78228
497586,01-AUG-05,31-JUL-06,Settled,TOUCHING LIVES HOMECARE,7115 LEESBURG PIKE #328,FALLS CHURCH,VA,22043
058232,01-JAN-06,30-APR-06,Settled,RIM OF THE WORLD HOME HEALTH INC.,26571 HWY 18,LAKE ARROWHEAD,CA,92352
197648,01-JAN-97,31-DEC-97,Settled,ALLIANCE HOMECARE OF BATON ROUGE,4637 JAMESTOWN AVE SUITE B1,BATON ROUGE,LA,70808
197662,01-JAN-97,31-DEC-97,Settled,REGENCY HOME HEALTH,516 SO. UNION ST.,OPELOUSAS,LA,70570
197685,01-JAN-97,31-DEC-97,Settled,NIA HOME HEALTH CARE,3634 COLISEUM STREET,NEW ORLEANS,LA,70115
197707,01-JAN-99,31-DEC-99,Settled,ARK-LA-MISS HM.HLTH OF BOSSIER CITY,9300 MANSFIELD ROAD  SUITE 200,SHREVEPORT,LA,70809
197740,01-AUG-97,31-MAR-98,Settled,MAJESTIC HOME HEALTH CARE  INC.,3839 ULLOA STREET  ANNEX,NEW ORLEANS,LA,70119
297019,01-JAN-96,31-OCT-96,Settled,CHARLESTON HOME HEALTH CARE,6233 S. INDUSTRIAL RD.,LAS VEGAS,NV,89118
347180,01-JAN-94,31-DEC-94,Settled,HEALTH CARE SERVICES OF THE CAROLINAS,22 NORTH MAIN STREET,FRANKLINTON,N.C.,27525
367099,01-JAN-99,31-DEC-99,Settled,WARREN COUNTY HEALTH DISTRICT,416 S. EAST STREET,LEBANON,OH,45036-2378
367232,01-JAN-97,31-DEC-97,Settled,TRI-COUNTY HOME NURSES  INC.,ONE PARK CENTER SUITE 209,WADSWORTH,OHIO,44281
367446,01-JAN-94,31-DEC-94,Settled,HMSS-CLEVELAND,12450 GREENPOINT #1100,HOUSTON,TX,77060
367598,01-JAN-97,31-DEC-97,Settled,FIRSTAT NURSING SERVICES,8529 N DIXIE #700,DAYTON,OHIO,45414
367717,01-JAN-98,19-JUN-98,Settled,WESTLAKE HOME HEALTH,28550 WESTLAKE VILLAGE DR. STE B116,WESTLAKE,OH,44145
367720,01-JAN-11,31-DEC-11,As Submitted,COMMUNITY CHOICE HOME CARE  INC.,7318 OHIO RIVER ROAD,WHEELERSBURG,OH,45694
059141,01-JAN-11,31-DEC-11,As Submitted,URGENT HOME HEALTH,17315 STUDEBAKER RD.  SUITE 310,CERRITOS,CA,90703
237670,01-JAN-11,31-DEC-11,As Submitted,OAKLAND HOME HEALTH CARE  INC.,32290 FIVE MILE RD  STE # 2,LIVONIA,MI,48154
337056,01-JAN-11,31-DEC-11,As Submitted,JEFFERSON COUNTY PUBLIC HEALTH SVC,531 MEADE STREET,WATERTOWN,NY,13601
507020,01-JAN-11,31-DEC-11,Settled,HARBORS HOME HEALTH AND HOSPICE,201 7TH STREET,HOQUIAM,WA,98550
108410,01-JAN-11,31-DEC-11,As Submitted,PREMIER CARE HOMECARE  LLC,1711 CITRUS BLVD,LEESBURG,FL,34748
239111,01-JAN-11,31-DEC-11,As Submitted,AMEDISYS HOME HEALTH- GRAND RAPIDS,5959 SOUTH SHERWOOD DRIVE,BATON ROUGE,LA,70816
407002,01-JAN-11,31-DEC-11,As Submitted,ST. LUKE S HOME CARE PROG-PONCE,917 TITO CASTRO AVE BLG A 4TH FL,PONCE,PR,00732-7064
167059,01-JAN-11,31-DEC-11,As Submitted,CASS COUNTY HOME CARE,1500 E 10TH STREET,ATLANTIC,IA,50022
467061,01-JAN-11,31-DEC-11,As Submitted,ROCKY MOUNTAIN HOME CARE,350 EAST 300 SOUTH SUITE 100,BOUNTIFUL,UT,84010
267567,01-JAN-11,31-DEC-11,As Submitted,VNA HOMECARE  INC,3440 DEPAUL LANDE,BRIDGETON,MO,63044
239066,01-JAN-11,31-DEC-11,As Submitted,SIERRA HOME HEALTH  LLC,38979 CHERRY HILL ROAD,WESTLAND,MI,48186
197738,01-AUG-05,31-JUL-06,Settled,LT TRINITY HEALTHCARE,2004 BIENVILLE AVE,NEW ORLEANS,LA,70112
108005,01-JAN-06,21-AUG-06,Settled,GULF COAST HM CARE DBA ASSOC.HM/HLT,851 5HT AVE NORTH SUITE 303,NAPLES,FL,34102
037056,09-FEB-06,15-AUG-06,Settled,OPTION CARE PHOENIX  LLC,9013 NORTH 24TH AVENUE,PHOENIX,AZ,85021
237487,01-JAN-06,31-DEC-06,Settled,OPTIMA HOME HEALTH SERVICES INC,3150 LIVERNOIS  SUITE 126,TROY,MI,48083
077132,01-JAN-06,31-DEC-06,Settled,INTERIM HEALTH CARE OF SW CT,929 KINGS HIGHWAY SUITE 300,FAIRFIELD,CT,06430-5421
108115,01-JAN-07,31-DEC-07,Settled,ANTHONY HOME HEALTH CARE CORP.,8181 NW 36 STREET  #18,MIAMI,FL,33172
107253,27-DEC-97,31-JUL-98,Settled,INTERIM HEALTHCARE OF FT. MYERS,2050 SPECTRUM BLVD.,FT. LAUDERDALE,FL,33309
107504,01-JAN-99,31-DEC-99,Settled,MED-PSYCH HEALTHCARE SERVICES,7900 NOVA DRIVE SUITE 200,DAVIE,FL,33324-5821
117082,11-APR-95,31-OCT-95,Reopened,HEALTHMASTER HHC-SAVANNAH,LAW OFFICES OF A. STEPHENSON WALLACE,AUGUSTA,GA,30919-0308
147177,01-JUL-97,31-MAR-98,Settled,LAGRANGE COMMUNITY NURSE & SERVICE,27 CALENDAR COURT,LAGRANGE,IL,60525
147487,01-JAN-94,26-JAN-95,Settled,INTERIM HEALTH CARE,2000 WEST PIONEER PARKWAY,PEORIA,ILLINOIS,61615
147598,01-JAN-98,31-DEC-98,Settled,INDIVIDUAL CARE AND ASSISTANCE  INC.,6944 W 159TH STREET,OAK FOREST,IL,60452
157293,01-JAN-98,01-MAR-98,Settled,AMERICARE HOME HEALTH SERVICES INC.,842 SOUTH STATE STREET,GREENFIELD,IN,46140
157440,01-JAN-99,12-MAR-99,Settled,DAILY LIVING HOME CARE,6900 SOUTH GRAY ROAD,INDIANAPOLIS,IN,46237
197033,01-MAY-97,30-APR-98,Settled,ST MARY HOME CARE,,NEW IBERIA,LA,70562-9791
197287,01-JAN-97,31-DEC-97,Settled,CLASSIC HOME HEALTHCARE INC,9530 HAYNE BOULEVARD SUITE D,NEW ORLEANS,LA,70126
197436,01-JAN-99,27-JAN-00,Settled w/Audit,EXTENDED HOME HEALTH CARE,,BATON ROUGE,LA,70809
743159,01-JAN-10,31-DEC-10,Settled,ALL CARE HOME HEALTH,1811 GINA DRIVE,ARLINGTON,TX,76013
678204,01-JAN-10,31-DEC-10,Settled,MERCY HOME HEALTH CARE INC,9221 LBJ FREEWAY  SUITE 220,DALLAS,TX,75243
679709,01-JAN-10,31-DEC-10,Settled,INTEGRITY HOME HEALTH CARE LLC,7217  HILLVIEW DRIVE,PLANO,TX,75025-3018
197508,01-JAN-10,31-DEC-10,Settled,TOTAL HOME HEALTH CARE,628 FOURTH STREET,GRETNA,LA,70053
679416,01-JAN-10,31-DEC-10,Settled,GENESIS NATIONAL HEALTHCARE  INC.,8323 SOUTHWEST FREEWAY  SUITE 100,HOUSTON,TX,77074
017161,01-JAN-10,31-DEC-10,Settled,GENTIVA HEALTH SERVICES,303 WILLIAMS AVE SUITE 921 & 922,HUNTSVILLE,AL,35801-6012
117056,01-JAN-10,31-DEC-10,Settled,GENTIVA HEALTH SERVICES,1921 WHITTLESEY ROAD SUITE 310,COLUMBUS,GA,31904-9212
367004,01-JAN-10,31-DEC-10,Settled,VISITING NURSE ASSOCIATION OF YO,518 E. INDIANOLA,YOUNGSTOWN,OH,44502
108310,01-JAN-10,31-DEC-10,Settled,CERTIFIED HEALTH CARE SERVICES  INC,3296 N STATE ROAD 7,LAUDERDALE LAKES,FL,33319
109105,01-JAN-10,31-DEC-10,Settled,AMC HOME HEALTH  INC.,10620 NW 27 STREET  ST. D-201,DORAL,FL,33172
109447,01-JAN-10,31-DEC-10,Settled,MARVELS HOME HEALTH  INC.,9600 NW 25TH ST  STE 3C,DORAL,FL,33172
109338,01-JAN-10,31-DEC-10,Settled,COMMUNITY THERAPY HOME CARE,6251 PARK BLVD STE 8,PINELLAS PARK,FL,33781-3238
148105,01-JAN-11,31-DEC-11,As Submitted,UNICARE HOME HEALTH SERVICES  INC.,6006 159TH STREET UNIT 2,OAK FOREST,IL,60452
197192,01-JAN-11,31-DEC-11,As Submitted,STANOCOLA HOME HEALTH,420 WEST PINHOOK RD.  SUITE A,LAFAYETTE,LA,70503
017024,01-JAN-11,31-DEC-11,As Submitted,SOUTHEAST ALABAMA - DOTHAN,420 WEST PINHOOK RD  SUITE A,LAFAYETTE,LA,70503
137095,01-JAN-98,31-DEC-98,Settled,MAXUM HOME CARE  INC.,1323 E SHERMAN  SUITE 4,COEUR DALENE,ID,83816
387051,01-JAN-96,01-JAN-97,Settled w/Audit,EXCEL HEALTH CARE MANAGEMENT  INC.,49 COMPONENT STREET #4,ONTARIO,OR,97914
557232,01-OCT-96,30-SEP-97,Settled w/Audit,ABC CHILDRENS HOME CARE,26300 LA ALAMEDA  SUITE 450,MISSION VIEJO,CA,92691
557431,17-SEP-97,31-DEC-97,Settled,ULTRA MEDICAL CARE,12600 BROOKHURST STREET STE 203,GARDEN GROVE,CA,92640
557599,01-JAN-97,31-DEC-97,Settled,MG CARE  INC.,5775 E. LOS ANGELES AVE. #212,SIMI VALLEY,CALIFORNIA,93063
557701,01-MAY-97,30-APR-98,Settled,HERITAGE HOME HEALTH SERVICES,3191 TEMPLE AVE. SUITE 190,POMONA,CA,91768
557770,01-JAN-98,31-DEC-98,Settled,E.M.HEALTH SERVICES,3640 GRAND AVENUE  STE 210,OAKLAND,CA,94610
367487,01-OCT-95,30-SEP-96,As Submitted,ANGELIS HEALTH CARE,3700 IRA ROAD,BATH,OHIO,44210
037174,01-MAY-96,30-APR-97,Reopened,VALENTINE HOME HEALTH LLC,1951 W. CAMELBACK SUITE 450,PHOENIX,AZ,85015
057038,01-JUL-97,10-SEP-97,Settled,CLARKE HOME NURSING SERVICES,,NOVATO,CA,94928
057466,01-JAN-97,31-DEC-97,Settled,STAT MEDICAL SERVICES  INC.,1146 N. CENTRAL AVE  #425,GLENDALE,CA,91202
067324,01-OCT-95,16-OCT-96,Settled,PEDIATRIC SERVICES OF AMERICA,3159 CAMPUS DRIVE,NORCROSS,GA,30071
107319,01-JAN-95,01-NOV-95,Settled,OLSTEN KIMBERLY QUALITYCARE,2303 S.E. 17TH STREET  SUITE 102A,OCALA,FL,32671
103117,01-JUL-10,22-OCT-10,Settled,AMEDISYS OF THE SOUTH COAST,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6039
147782,01-JAN-10,31-DEC-10,Settled,LMR HOME HEALTH CARE  INC.,167 W. BOUGHTON RD,BOLINGBROOK,IL,60440
187087,01-JAN-10,31-DEC-10,Settled,COMMUNITY HEALTH SERVICES  INC.,1635A TRIPLETT ST,OWENSBORO,KY,42303
109190,01-JAN-10,31-DEC-10,Settled,FERNANDEZ HEALTH SERVICES  CORP.,2828 CORAL WAY  SUITE 440,MIAMI,FL,33145
108288,01-JAN-10,31-DEC-10,Settled,MASTER SUPERIOR HOME CARE SVCS,5545 SW 8TH STREET  SUITE 201,CORAL GABLES,FL,33134-2286
108113,01-JAN-10,31-DEC-10,Settled,FIRSTLANTIC NURSING SERVICES,2605 W. ATLANTIC AVE BLDG A #202,DELRAY BEACH,FL,33445
109051,01-JAN-10,31-DEC-10,Settled,FLORIDA HOME HEALTH CARE SERVICES,3420 WEST 84 STREET STE A102,HIALEAH,FL,33018
679335,01-JAN-10,31-DEC-10,Settled,BEYOND FAITH HOMECARE & REHAB  INC.,3200 BROADWAY BLVD  SUITE 200,GARLAND,TX,75043
679047,01-JAN-10,31-DEC-10,Settled,BETHESDA HOME CARE SERVICES,3513 SW HK DODGEN LOOP  STE 101,TEMPLE,TX,76502
679712,01-JAN-10,31-DEC-10,Settled,ALL CARE HOME HEALTH SERVICES,919 SLABAUGH STREET  STE B,MISSION,TX,78572
747004,01-JAN-10,31-DEC-10,Settled,PECULIAR CARE HOME HEALTH,8035 E R L THORNTON FRWY  STE. 444,DALLAS,TX,75228-1014
457948,01-JAN-10,31-DEC-10,Settled,GOOD SHEPARD HOME HEALTH AGENCY,4445 GOLDEN WILLOW WAY,EL PASO,TX,79922
677878,01-JAN-10,31-DEC-10,Settled,MENAS HOME HEALTH CARE SOLUTION,2727 LBJ FRWY STE 214,DALLAS,TX,75234
453123,01-JAN-10,31-DEC-10,Settled,HARRIET HOME HEALTH CARE INC.,1201 WATSON RD STE 278,ARLINGTON,TX,76006
679667,01-JAN-10,31-DEC-10,Settled,SOUTHERN ASSURED,25 N 11TH STREET,BEAUMONT,TX,77702-2224
677999,01-JAN-10,31-DEC-10,Settled,ULTIMATE THERAPY SERVICES,9950 WESTPARK  SUITE 270,HOUSTON,TX,77063
377604,01-JAN-10,31-DEC-10,Settled,LOVING CARE INHOME HEALTH SVCS  LLC,,NOBLE,OK,73068
147642,01-JAN-11,31-DEC-11,Settled,NATIONAL HOME HEALTH CARE SERVICES,1455 E. GOLF ROAD  SUITE 207,DES PLAINES,IL,60016
677712,01-JAN-11,31-DEC-11,Settled,VELITA SMITH HOME HEALTH   INC.,2005 W. COMMERCE,SAN SABA,TX,76877
459320,01-JAN-11,14-DEC-11,Settled,FIRST CHOICE CHILDREN S HOMECAR LP,1255 W 15TH STREET,PLANO,TX,75075-4211
747191,01-JAN-11,31-DEC-11,Settled,RAPIDO HOME CARE  INC.,106 NORTH 9TH STREET  SUITE A,ALAMO,TX,78516
058462,01-JAN-11,31-DEC-11,As Submitted,GUARDIAN HOME HEALTH CARE  INC.,9800 S. LA CIENEGA BLVD STE # 110,INGLEWOOD,CA,90301-4446
058132,01-JAN-11,31-DEC-11,Settled,EVERGREEN HOME HEALTH  INC.,17215 STUDEBAKER RD. SUITE 270,CERRITOS,CA,90703
059290,01-JAN-11,31-DEC-11,Settled,ASAP HOME HEALTH PROVIDERS  INC,1129 GAREY AVENUE,POMONA,CA,91767
058163,01-JAN-11,31-DEC-11,As Submitted,HYE NURSES HOME HEALTH  INC.,12011 VICTORY BLVD #202,NORTH HOLLYWOOD,CA,91606
297123,01-JAN-11,31-DEC-11,As Submitted,ALOHA HOME HEALTH  LLC,801 S. RANCHO DR.  #A-2,LAS VEGAS,NV,89106
537833,01-JAN-11,31-DEC-11,As Submitted,PREMIUM HEALTH AT HOME  INC.,1050 N 3RD STREET  SUITE L,LARAMIE,WY,82072
067253,01-APR-11,31-DEC-11,As Submitted,INTERIM HEALTHCARE OF FT COLLINS,1635 BLUE SPRUCE DRIVE  SUITE 106,FORT COLLINS,CO,80524
557412,01-JAN-11,31-DEC-11,As Submitted,COMPANION HOME HEALTH AGENCY,2200 WEST ORANGEWOOD AVENUE,ORANGE,CA,92868
267142,01-JAN-02,28-FEB-03,Settled,HOME CARE SERVICES INC,201 S. CENTRAL; SUITE 207,CLYATON,MO,63105-
017077,06-APR-01,01-OCT-01,Settled,AMEDISYS OF ALABAMA - GREENSBORO,11100 MEAD ROAD,BATON ROUGE,LA,70816
458234,01-JAN-96,31-DEC-96,Settled,MAXIMUM HOME CARE  INC.,2717 NORTH 10TH,MCALLEN,TX,78501
367212,04-JAN-97,01-MAR-97,Reopened,OLSTEN HEALTH SERVICES,6230 BUSCH BOULEVARD  STE. 2096,COLUMBUS,OH,43229
147063,01-DEC-10,30-NOV-11,Settled,JERSEY COUNTY HEALTH DEPT.,1307 STATE HIGHWAY 109,JERSEYVILLE,IL,62052
677032,01-SEP-10,31-AUG-11,Settled,OUTREACH HLTH SVCS OF SAN ANTONIO,,HARLINGEN,TX,75553
457702,01-JAN-11,31-DEC-11,Settled,CARESOUTH HHA HOLDINGS OF TX- DALLAS,1505 LBJ FREEWAY SUITE 152,FARMERS BRANCH,TX,75234-6069
679064,01-JAN-11,31-DEC-11,Settled,M.E. HOME HEALTH,2306 GUTHRIE ROAD #160,GARLAND,TX,75043
527237,01-OCT-10,30-SEP-11,Settled,INTERIM HEALTHCARE OF WAUSAU,2402 GRAND AVENUE,WAUSAU,WI,54403
